"University.Name","University.City","University.State","Admission.Rate","SAT.Average","SAT.Reading.Mid","SAT.Math.Mid","ACT.Cumulative.Average","Undergraduate.Enrollment","Average.Cost.per.Academic.Year","In.State.Tuition.and.Fees","Out.of.State.Tuition.and.Fees","Completion.Rate..4.year.institutions","Completion.Rate.17_18","Comp.Rate.17_18.BIN","Region","Size"
"Westminster College","New Wilmington","PA",93.66,1055,525,525,23,1142,43709,33410,33410,0.76,0.7,"High","Northeast","Small"
"Widener University","Chester","PA",65.01,1023,500,525,22,3144,51753,39830,39830,0.53,0.57,"Medium","Northeast","Large"
"Wilson College","Chambersburg","PA",31.28,976,475,495,22,516,41015,24380,24380,0.41,0.51,"Medium","Northeast","Very Small"
"York College of Pennsylvania","York","PA",45.49,1050,520,530,23,4720,28152,17630,17630,0.61,0.57,"Medium","Northeast","Large"
"Brown University","Providence","RI",8.74,1435,715,725,32,6264,60460,47434,47434,0.96,0.95,"High","Northeast","Large"
"Rhode Island College","Providence","RI",65.45,918,460,460,19,7271,15480,7602,18300,0.43,0.46,"Medium","Northeast","Large"
"University of Rhode Island","Kingston","RI",76.81,1077,530,540,24,13205,26452,12506,28072,0.59,0.66,"High","Northeast","Very Large"
"Rhode Island School of Design","Providence","RI",32.59,1254,605,640,30,2014,61352,44594,44594,0.87,0.91,"High","Northeast","Medium"
"Anderson University","Anderson","SC",71.52,1038,520,490,23,2500,36824,23750,23750,0.52,0.57,"Medium","South","Medium"
"Charleston Southern University","Charleston","SC",58.66,997,490,495,22,2949,34528,22840,22840,0.34,0.35,"Low","South","Medium"
"Bob Jones University","Greenville","SC",81.01,1052,544,522,23,2553,22343,14220,14220,0.71,0.67,"High","South","Medium"
"College of Charleston","Charleston","SC",78.02,1137,570,560,25,10069,26228,10981,27971,0.67,0.69,"High","South","Very Large"
"Citadel Military College of South Carolina","Charleston","SC",75.54,1073,540,550,23,2688,25442,11098,30706,0.69,0.73,"High","South","Medium"
"Claflin University","Orangeburg","SC",43.77,806,395,395,17,1779,32305,15010,15010,0.49,0.53,"Medium","South","Small"
"Clemson University","Clemson","SC",51.52,1261,610,635,29,17083,26065,13446,31462,0.82,0.82,"High","South","Very Large"
"Coker University","Hartsville","SC",50.9,992,504,505,21,1138,33185,25536,25536,0.49,0.47,"Medium","South","Small"
"Columbia International University","Columbia","SC",33.22,1035,555,530,21,552,32220,19480,19480,0.68,0.67,"High","South","Very Small"
"Columbia College","Columbia","SC",79.05,1033,520,500,23,1117,38479,27350,27350,0.47,0.49,"Medium","South","Small"
"Converse College","Spartanburg","SC",53.48,1045,535,505,23,822,40977,16500,16500,0.6,0.58,"Medium","South","Very Small"
"Erskine College","Due West","SC",60.57,1016,500,520,22,587,46843,31580,31580,0.48,0.6,"Medium","South","Very Small"
"Francis Marion University","Florence","SC",59.11,933,480,475,19,3249,18828,9738,19004,0.41,0.37,"Low","South","Large"
"Lander University","Greenwood","SC",57.78,936,465,475,20,2670,21777,10418,19738,0.45,0.42,"Medium","South","Medium"
"Limestone University","Gaffney","SC",52,1020,505,520,22,3039,36085,23000,23000,0.28,0.43,"Medium","South","Large"
"Newberry College","Newberry","SC",56.75,945,465,475,20,1076,39983,24300,24300,0.41,0.52,"Medium","South","Small"
"North Greenville University","Tigerville","SC",59.46,1152,550,565,26,2183,29053,15510,15510,0.5,0.51,"Medium","South","Medium"
"Presbyterian College","Clinton","SC",53.72,1090,540,550,24,1032,46378,34828,34828,0.65,0.69,"High","South","Small"
"University of South Carolina Aiken","Aiken","SC",65.46,970,485,485,21,3023,19759,9602,18926,0.39,0.41,"Medium","South","Large"
"University of South Carolina Beaufort","Bluffton","SC",57.24,933,470,465,20,1790,20389,9404,19424,0.26,0.27,"Low","South","Small"
"University of South Carolina-Columbia","Columbia","SC",65.2,1217,595,615,27,24623,24586,11158,29440,0.73,0.75,"High","South","Very Large"
"Coastal Carolina University","Conway","SC",63.6,996,495,505,21,9058,21781,10320,23660,0.45,0.42,"Medium","South","Very Large"
"South Carolina State University","Orangeburg","SC",84.54,810,405,410,17,2753,26245,10007,19856,0.38,0.36,"Low","South","Medium"
"University of South Carolina-Upstate","Spartanburg","SC",46.82,947,470,475,20,5056,21759,10518,20868,0.38,0.43,"Medium","South","Large"
"Winthrop University","Rock Hill","SC",71.18,1053,530,525,23,4653,25095,14082,27008,0.51,0.57,"Medium","South","Large"
"Wofford College","Spartanburg","SC",77.39,1194,580,585,27,1654,49150,37120,37120,0.78,0.81,"High","South","Small"
"Augustana University","Sioux Falls","SD",61.29,1162,545,575,26,1619,37968,29214,29214,0.67,0.71,"High","North Central","Small"
"Black Hills State University","Spearfish","SD",94.1,951,487,472,20,2910,17034,7617,10097,0.33,0.35,"Low","North Central","Medium"
"Dakota State University","Madison","SD",84.2,1026,498,495,22,1770,17913,7506,9986,0.41,0.36,"Low","North Central","Small"
"Dakota Wesleyan University","Mitchell","SD",73.43,1044,510,525,23,765,32693,23650,23650,0.44,0.52,"Medium","North Central","Very Small"
"Northern State University","Aberdeen","SD",82.89,1025,480,475,22,1693,18137,7563,10042,0.44,0.45,"Medium","North Central","Small"
"Presentation College","Aberdeen","SD",56.95,980,440,480,21,705,28361,17875,17875,0.41,0.27,"Low","North Central","Very Small"
"South Dakota School of Mines and Technology","Rapid City","SD",88.02,1181,545,610,26,2336,20994,10040,13560,0.54,0.51,"Medium","North Central","Medium"
"South Dakota State University","Brookings","SD",92.01,1068,495,535,23,10003,19330,7713,10485,0.57,0.55,"Medium","North Central","Very Large"
"University of Sioux Falls","Sioux Falls","SD",97.24,1028,495,490,22,1082,35298,25480,25480,0.53,0.49,"Medium","North Central","Small"
"University of South Dakota","Vermillion","SD",88.82,1044,420,540,23,6331,19695,8022,10794,0.56,0.55,"Medium","North Central","Large"
"Austin Peay State University","Clarksville","TN",89.27,1010,458,498,22,9003,19386,7168,21664,0.36,0.38,"Low","South","Very Large"
"Belmont University","Nashville","TN",82.72,1176,580,580,26,5778,43030,28660,28660,0.7,0.7,"High","South","Large"
"Bryan College-Dayton","Dayton","TN",48.42,1065,525,515,23,1124,30569,22200,22200,0.53,0.46,"Medium","South","Small"
"Carson-Newman University","Jefferson City","TN",62.4,1083,514,512,24,1701,33563,24460,24460,0.48,0.46,"Medium","South","Small"
"Cumberland University","Lebanon","TN",46.42,1044,475,500,23,1167,33764,20200,20200,0.37,0.5,"Medium","South","Small"
"Lipscomb University","Nashville","TN",55.58,1175,575,569,26,2875,38772,27390,27390,0.62,0.59,"Medium","South","Medium"
"East Tennessee State University","Johnson City","TN",91.74,1030,505,530,22,11162,21826,7667,24011,0.43,0.41,"Medium","South","Very Large"
"Fisk University","Nashville","TN",83.45,946,470,470,20,721,36781,20858,20858,0.4,0.52,"Medium","South","Very Small"
"Freed-Hardeman University","Henderson","TN",93.39,1117,540,530,25,1310,32282,20468,20468,0.52,0.55,"Medium","South","Small"
"Johnson University","Knoxville","TN",56.37,1034,530,510,22,886,20772,12050,12050,0.67,0.63,"High","South","Very Small"
"King University","Bristol","TN",56.68,1042,495,505,23,2344,36619,25708,25708,0.54,0.52,"Medium","South","Medium"
"Lane College","Jackson","TN",43.27,762,390,420,16,1262,18673,9780,9780,0.32,0.24,"Low","South","Small"
"Le Moyne-Owen College","Memphis","TN",52.15,735,365,365,15,989,17053,10680,10680,0.2,0.24,"Low","South","Very Small"
"Lee University","Cleveland","TN",89.05,1076,520,480,24,4117,25410,14280,14280,0.54,0.52,"Medium","South","Large"
"Lincoln Memorial University","Harrogate","TN",74.37,1055,490,520,23,1622,31299,19970,19970,0.47,0.46,"Medium","South","Small"
"Maryville College","Maryville","TN",70.83,1049,495,490,23,1213,43069,31754,31754,0.54,0.59,"Medium","South","Small"
"Memphis College of Art","Memphis","TN",38.06,1025,520,460,22,365,39459,28870,28870,0.52,0.24,"Low","South","Very Small"
"University of Memphis","Memphis","TN",47.4,1029,510,505,22,16093,21492,8619,20331,0.44,0.43,"Medium","South","Very Large"
"Middle Tennessee State University","Murfreesboro","TN",72.06,1032,540,530,22,19928,19251,7876,24124,0.46,0.44,"Medium","South","Very Large"
"Milligan College","Milligan College","TN",62.41,1097,540,530,24,880,37853,28730,28730,0.58,0.24,"Low","South","Very Small"
"Rhodes College","Memphis","TN",59.99,1296,645,645,29,2007,52958,41572,41572,0.8,0.83,"High","South","Medium"
"Tennessee Wesleyan University","Athens","TN",66.67,1002,450,470,22,981,29397,22300,22300,0.43,0.4,"Low","South","Very Small"
"The University of Tennessee-Chattanooga","Chattanooga","TN",77.28,1088,530,520,24,10213,19619,8138,24256,0.4,0.45,"Medium","South","Very Large"
"The University of Tennessee-Knoxville","Knoxville","TN",74.83,1198,575,585,27,21396,27450,11876,30326,0.69,0.7,"High","South","Very Large"
"Tennessee Technological University","Cookeville","TN",94.41,1105,538,563,24,10039,21411,7679,22679,0.49,0.49,"Medium","South","Very Large"
"Tennessee Temple University","Chattanooga","TN",58.17,962,470,470,21,496,23054,12460,12460,0.18,0.24,"Low","South","Very Small"
"Trevecca Nazarene University","Nashville","TN",73.08,1066,530,520,23,1609,32604,23126,23126,0.51,0.54,"Medium","South","Small"
"Tusculum University","Greeneville","TN",71.94,990,459,475,22,1746,33700,22670,22670,0.36,0.33,"Low","South","Small"
"Union University","Jackson","TN",68.58,1170,605,590,26,2441,42891,28150,28150,0.66,0.68,"High","South","Medium"
"Vanderbilt University","Nashville","TN",13.09,1481,745,760,33,6818,61112,43838,43838,0.93,0.92,"High","South","Large"
"Abilene Christian University","Abilene","TX",50.47,1091,530,545,24,3572,41606,29450,29450,0.62,0.61,"High","South","Large"
"Angelo State University","San Angelo","TX",82.44,976,475,490,21,5290,18915,6856,15544,0.3,0.37,"Low","South","Large"
"Austin College","Sherman","TX",54.38,1159,600,595,25,1272,47404,33840,33840,0.76,0.67,"High","South","Small"
"Baylor University","Waco","TX",55.36,1227,610,620,27,13801,53797,38120,38120,0.72,0.77,"High","South","Very Large"
"Concordia University Texas","Austin","TX",85.29,1021,500,515,22,1525,37413,26960,26960,0.32,0.35,"Low","South","Small"
"Texas A & M University-Corpus Christi","Corpus Christi","TX",84.62,970,480,490,21,9074,18745,7655,16283,0.38,0.36,"Low","South","Very Large"
"Dallas Baptist University","Dallas","TX",46.21,1075,558,551,23,3357,34013,23650,23650,0.55,0.58,"Medium","South","Large"
"Dallas Christian College","Dallas","TX",37.96,996,476,498,22,309,25837,15492,15492,0.4,0.24,"Low","South","Very Small"
"University of Dallas","Irving","TX",85.13,1211,615,585,27,1324,48274,34430,34430,0.7,0.68,"High","South","Small"
"East Texas Baptist University","Marshall","TX",55.99,952,465,490,20,1183,31716,23280,23280,0.38,0.31,"Low","South","Small"
"Texas A & M University-Commerce","Commerce","TX",47.84,909,455,435,20,7358,17241,5892,14580,0.52,0.42,"Medium","South","Large"
"Hardin-Simmons University","Abilene","TX",56.8,1037,508,515,23,1576,32694,22350,22350,0.52,0.51,"Medium","South","Small"
"Houston Baptist University","Houston","TX",35.73,1054,525,530,23,2279,36782,28800,28800,0.45,0.48,"Medium","South","Medium"
"University of Houston-Downtown","Houston","TX",84.17,894,430,470,18,13662,15912,5516,14204,0.19,0.21,"Low","South","Very Large"
"University of Houston","Houston","TX",62.99,1139,555,590,25,31643,22713,8605,19693,0.48,0.54,"Medium","South","Very Large"
"Howard Payne University","Brownwood","TX",82.12,976,475,490,21,1037,32965,24600,24600,0.45,0.41,"Medium","South","Small"
"Huston-Tillotson University","Austin","TX",59.7,814,405,415,17,972,27133,13544,13544,0.31,0.23,"Low","South","Very Small"
"University of the Incarnate Word","San Antonio","TX",93.21,963,475,485,21,6325,35799,26490,26490,0.43,0.53,"Medium","South","Large"
"Lamar University","Beaumont","TX",78.81,963,475,485,21,9043,19692,7659,16362,0.33,0.3,"Low","South","Very Large"
"Texas A & M International University","Laredo","TX",46.7,906,445,470,19,6706,13737,6453,15129,0.45,0.44,"Medium","South","Large"
"LeTourneau University","Longview","TX",49.4,1177,580,590,26,2015,38461,26910,26910,0.51,0.6,"Medium","South","Medium"
"Lubbock Christian University","Lubbock","TX",94.32,1010,499,510,22,1406,29481,19600,19600,0.43,0.47,"Medium","South","Small"
"University of Mary Hardin-Baylor","Belton","TX",79.91,1064,520,525,24,3039,36180,25650,25650,0.48,0.48,"Medium","South","Large"
"McMurry University","Abilene","TX",61.4,901,450,460,19,953,35747,25019,25019,0.36,0.36,"Low","South","Very Small"
"Midwestern State University","Wichita Falls","TX",61.64,995,495,505,21,5142,16931,7753,9703,0.45,0.45,"Medium","South","Large"
"University of North Texas","Denton","TX",65.38,1096,545,555,24,29758,19405,9346,18034,0.5,0.54,"Medium","South","Very Large"
"Our Lady of the Lake University","San Antonio","TX",49.52,941,460,475,20,1556,35340,24596,24596,0.38,0.38,"Low","South","Small"
"The University of Texas Rio Grande Valley","Edinburg","TX",62.8,953,470,490,20,17811,11963,5173,14023,0.43,0.45,"Medium","South","Very Large"
"Paul Quinn College","Dallas","TX",89.97,1070,537,572,22,272,23459,13375,13375,0.04,0.19,"Low","South","Very Small"
"Prairie View A & M University","Prairie View","TX",39.13,850,415,435,18,6905,17876,9461,20928,0.38,0.35,"Low","South","Large"
"Rice University","Houston","TX",15.1,1460,720,750,33,3888,54291,40566,40566,0.93,0.91,"High","South","Large"
"Saint Edward's University","Austin","TX",78.36,1116,565,545,25,3991,46212,36550,36550,0.67,0.64,"High","South","Large"
"University of St Thomas","Houston","TX",78.99,1111,545,560,25,1563,38726,29440,29440,0.52,0.57,"Medium","South","Small"
"Sam Houston State University","Huntsville","TX",73.67,1000,500,505,21,16819,19721,7294,15982,0.53,0.51,"Medium","South","Very Large"
"Schreiner University","Kerrville","TX",93.53,997,485,505,22,1001,34065,24360,24360,0.43,0.48,"Medium","South","Small"
"St. Mary's University","San Antonio","TX",59.46,1033,515,520,22,2309,36504,26186,26186,0.63,0.63,"High","South","Medium"
"Southern Methodist University","Dallas","TX",52.4,1316,645,665,30,6340,60938,45940,45940,0.77,0.81,"High","South","Large"
"Southwestern University","Georgetown","TX",48.52,1159,575,580,26,1536,48080,36120,36120,0.73,0.74,"High","South","Small"
"Stephen F Austin State University","Nacogdoches","TX",58.51,998,490,500,22,10692,22544,8892,19752,0.44,0.44,"Medium","South","Very Large"
"Texas State University","San Marcos","TX",72.9,1032,510,515,23,32177,19428,8950,19086,0.55,0.54,"Medium","South","Very Large"
"Southwestern Adventist University","Keene","TX",49.65,905,460,455,19,726,28054,19460,19460,0.4,0.37,"Low","South","Very Small"
"Tarleton State University","Stephenville","TX",52.54,961,470,485,21,10214,17964,6516,15204,0.45,0.46,"Medium","South","Very Large"
"Texas A & M University-Kingsville","Kingsville","TX",83.57,922,455,480,19,8815,19700,7554,18984,0.35,0.35,"Low","South","Large"
"Texas A & M University-College Station","College Station","TX",71.03,1206,580,615,27,46941,20998,9685,26583,0.79,0.82,"High","South","Very Large"
"The University of Texas at Arlington","Arlington","TX",61.4,1053,494,550,23,29616,21594,8878,18102,0.42,0.5,"Medium","South","Very Large"
"The University of Texas at Austin","Austin","TX",39.66,1296,630,660,29,38914,25918,9830,34836,0.81,0.83,"High","South","Very Large"
"The University of Texas at Dallas","Richardson","TX",61.94,1259,610,645,28,14300,22713,10864,26894,0.71,0.69,"High","South","Very Large"
"The University of Texas at El Paso","El Paso","TX",99.89,941,450,485,20,19614,15067,7259,18389,0.38,0.41,"Medium","South","Very Large"
"The University of Texas at Tyler","Tyler","TX",83.58,1051,515,537,23,5550,19552,7312,18172,0.45,0.42,"Medium","South","Large"
"Texas Christian University","Fort Worth","TX",48.87,1207,580,600,27,8600,50440,38600,38600,0.75,0.83,"High","South","Large"
"Texas Lutheran University","Seguin","TX",55.87,1020,500,525,22,1267,37444,26800,26800,0.44,0.52,"Medium","South","Small"
"The University of Texas Permian Basin","Odessa","TX",87,963,485,489,20,3311,13939,5250,13938,0.34,0.43,"Medium","South","Large"
"The University of Texas at San Antonio","San Antonio","TX",75.91,1037,505,535,22,23815,19054,7457,16507,0.31,0.37,"Low","South","Very Large"
"Texas Southern University","Houston","TX",51.92,812,400,415,17,6880,22183,8126,18986,0.16,0.23,"Low","South","Large"
"Texas Tech University","Lubbock","TX",66.13,1110,540,560,25,28278,21239,7811,16499,0.59,0.59,"Medium","South","Very Large"
"Texas Wesleyan University","Fort Worth","TX",38.06,984,475,505,21,1676,33163,23144,23144,0.4,0.35,"Low","South","Small"
"Texas Woman's University","Denton","TX",85.31,953,470,485,20,9327,16846,7836,18696,0.44,0.36,"Low","South","Very Large"
"Trinity University","San Antonio","TX",48.42,1281,630,635,29,2223,48598,36214,36214,0.81,0.8,"High","South","Medium"
"Wayland Baptist University","Plainview","TX",97.74,946,460,480,20,3716,23229,12960,12960,0.32,0.2,"Low","South","Large"
"West Texas A & M University","Canyon","TX",67.42,970,475,495,21,7121,18039,6782,7538,0.4,0.41,"Medium","South","Large"
"Brigham Young University","Provo","UT",47,1290,630,630,29,27163,17236,5000,5000,0.79,0.83,"High","West","Very Large"
"Brigham Young University-Hawaii","Laie","HI",34.86,1110,525,545,25,2522,16128,4940,4940,0.55,0.56,"Medium","West","Medium"
"Southern Utah University","Cedar City","UT",61.03,1063,515,510,23,5514,18315,6138,18596,0.5,0.47,"Medium","West","Large"
"Utah State University","Logan","UT",97.83,1067,530,520,23,21087,16572,6250,18250,0.5,0.5,"Medium","West","Very Large"
"University of Utah","Salt Lake City","UT",81.42,1131,570,585,25,22804,18931,7835,25057,0.62,0.67,"High","West","Very Large"
"Westminster College","Salt Lake City","UT",95.76,1122,558,560,25,2188,39868,30364,30364,0.6,0.62,"High","West","Medium"
"Castleton University","Castleton","VT",91.64,967,480,490,20,1890,21255,10772,25436,0.49,0.54,"Medium","Northeast","Medium"
"Champlain College","Burlington","VT",64.17,1150,575,565,26,2918,47556,33000,33000,0.57,0.6,"Medium","Northeast","Medium"
"Northern Vermont University","Johnson","VT",95.46,941,475,460,22,1363,20913,10604,22604,0.36,0.38,"Low","Northeast","Small"
"Lyndon State College","Lyndonville","VT",99.14,937,470,470,19,1266,20369,10700,21764,0.37,0.43,"Medium","Northeast","Small"
"Middlebury College","Middlebury","VT",17.17,1379,680,685,32,2498,59470,46044,46044,0.94,0.95,"High","Northeast","Medium"
"Norwich University","Northfield","VT",65.74,1053,520,525,23,2584,49516,34704,34704,0.58,0.24,"Low","Northeast","Medium"
"Southern Vermont College","Bennington","VT",93.73,849,430,425,17,441,35500,22645,22645,0.36,0.24,"Low","Northeast","Very Small"
"University of Vermont","Burlington","VT",73.44,1191,590,595,27,9958,28348,16226,37874,0.76,0.75,"High","Northeast","Very Large"
"Averett University","Danville","VA",59.64,923,460,469,19,836,37868,29150,29150,0.33,0.4,"Low","South","Very Small"
"Bluefield College","Bluefield","VA",97.99,907,450,455,19,897,34823,22840,22840,0.5,0.21,"Low","South","Very Small"
"Bridgewater College","Bridgewater","VA",47.82,1056,520,525,24,1768,42376,30380,30380,0.61,0.61,"High","South","Small"
"William & Mary","Williamsburg","VA",33.02,1373,685,685,31,6256,28329,17656,39916,0.9,0.92,"High","South","Large"
"Regent University","Virginia Beach","VA",79.82,1066,550,515,23,2273,27182,16478,16478,0.5,0.61,"High","South","Medium"
"Christopher Newport University","Newport News","VA",55.88,1152,580,575,25,5084,25559,11646,21974,0.68,0.24,"Low","South","Large"
"Emory & Henry College","Emory","VA",71.72,995,498,490,22,997,41251,30326,30326,0.47,0.52,"Medium","South","Very Small"
"Eastern Mennonite University","Harrisonburg","VA",60.44,1003,495,500,22,1198,40024,30800,30800,0.62,0.63,"High","South","Small"
"Ferrum College","Ferrum","VA",73.31,852,410,430,20,1447,40553,29795,29795,0.25,0.35,"Low","South","Small"
"George Mason University","Fairfax","VA",66.65,1152,570,580,26,21678,23212,10382,29960,0.67,0.71,"High","South","Very Large"
"Hampden-Sydney College","Hampden-Sydney","VA",47.27,1098,548,555,24,1105,52016,39204,39204,0.67,0.64,"High","South","Small"
"Hampton University","Hampton","VA",29.06,999,505,500,21,3456,33798,21760,21760,0.66,0.56,"Medium","South","Large"
"Hollins University","Roanoke","VA",56.47,1082,565,515,24,588,47787,34295,34295,0.62,0.62,"High","South","Very Small"
"James Madison University","Harrisonburg","VA",65.73,1153,565,575,26,18697,22601,9662,24522,0.82,0.83,"High","South","Very Large"
"Liberty University","Lynchburg","VA",22.32,1040,525,510,23,49340,32077,21000,21000,0.51,0.47,"Medium","South","Very Large"
"Longwood University","Farmville","VA",72.92,1005,510,500,21,4400,23468,11580,25350,0.66,0.68,"High","South","Large"
"University of Lynchburg","Lynchburg","VA",66.75,998,505,490,22,2079,44236,34545,34545,0.56,0.59,"Medium","South","Medium"
"Mary Baldwin University","Staunton","VA",95.45,979,500,470,22,1299,40203,29595,29595,0.43,0.45,"Medium","South","Small"
"University of Mary Washington","Fredericksburg","VA",76.72,1114,565,545,25,4101,23371,10312,23598,0.73,0.71,"High","South","Large"
"Marymount University","Arlington","VA",83.96,1001,505,500,21,2343,41008,27470,27470,0.51,0.53,"Medium","South","Medium"
"Norfolk State University","Norfolk","VA",65.67,866,440,430,18,5284,19299,7552,20236,0.33,0.42,"Medium","South","Large"
"Old Dominion University","Norfolk","VA",81.89,1007,510,510,21,19842,20966,8970,25140,0.52,0.54,"Medium","South","Very Large"
"Radford University","Radford","VA",78.91,968,490,485,20,8843,20582,9360,22046,0.59,0.24,"Low","South","Large"
"Randolph-Macon College","Ashland","VA",60.34,1086,545,540,24,1377,47262,36340,36340,0.62,0.66,"High","South","Small"
"Randolph College","Lynchburg","VA",81.01,1086,540,535,25,658,46060,34110,34110,0.41,0.59,"Medium","South","Very Small"
"University of Richmond","University of Richmond","VA",31.8,1337,655,670,31,3223,57535,46680,46680,0.84,0.88,"High","South","Large"
"Roanoke College","Salem","VA",69.32,1087,550,545,23,1986,50487,38177,38177,0.64,0.67,"High","South","Medium"
"Shenandoah University","Winchester","VA",82.59,994,495,500,21,1875,42847,30188,30188,0.55,0.63,"High","South","Medium"
"Southern Virginia University","Buena Vista","VA",47.07,1056,519,517,23,703,30009,14600,14600,0.31,0.27,"Low","South","Very Small"
"Sweet Briar College","Sweet Briar","VA",93.54,1056,528,500,25,561,48896,34935,34935,0.65,0.54,"Medium","South","Very Small"
"The University of Virginia's College at Wise","Wise","VA",68.82,946,475,470,20,1477,20095,8868,24329,0.46,0.46,"Medium","South","Small"
"Virginia Commonwealth University","Richmond","VA",75.35,1105,555,550,24,22280,27494,12398,30459,0.59,0.63,"High","South","Very Large"
"University of Virginia-Main Campus","Charlottesville","VA",29,1357,670,685,31,15515,26063,13208,42394,0.94,0.95,"High","South","Very Large"
"Virginia Military Institute","Lexington","VA",44.4,1162,580,580,26,1700,25642,15518,37574,0.71,0.77,"High","South","Small"
"Virginia State University","Petersburg","VA",80.06,837,420,420,17,4481,20767,8002,17838,0.42,0.42,"Medium","South","Large"
"Virginia Union University","Richmond","VA",23.89,776,390,385,16,1322,27703,15130,15130,0.26,0.27,"Low","South","Small"
"Virginia Wesleyan University","Virginia Beach","VA",89.04,991,495,490,22,1492,42600,33286,33286,0.48,0.52,"Medium","South","Small"
"Washington and Lee University","Lexington","VA",19.46,1395,695,695,32,1880,58575,45617,45617,0.88,0.92,"High","South","Medium"
"Central Washington University","Ellensburg","WA",86.46,978,485,490,21,9751,21512,9017,21380,0.53,0.52,"Medium","West","Very Large"
"Eastern Washington University","Cheney","WA",74.39,958,475,485,20,12402,20365,7972,21066,0.46,0.52,"Medium","West","Very Large"
"The Evergreen State College","Olympia","WA",98.9,1043,545,495,23,3802,22281,8682,21735,0.56,0.57,"Medium","West","Large"
"Gonzaga University","Spokane","WA",67.51,1207,590,605,27,4754,48357,36535,36535,0.83,0.87,"High","West","Large"
"Northwest University","Kirkland","WA",96.12,1018,517,496,22,1453,35991,26968,26968,0.53,0.59,"Medium","West","Small"
"Pacific Lutheran University","Tacoma","WA",75.01,1115,550,545,26,2874,46717,36530,36530,0.68,0.7,"High","West","Medium"
"University of Puget Sound","Tacoma","WA",79.29,1230,620,600,28,2550,55948,43428,43428,0.76,0.24,"Low","West","Medium"
"Saint Martin's University","Lacey","WA",88.82,1057,513,533,24,1316,42353,31688,31688,0.48,0.59,"Medium","West","Small"
"Seattle Pacific University","Seattle","WA",83.4,1140,575,563,25,3253,47389,35472,35472,0.75,0.69,"High","West","Large"
"Seattle University","Seattle","WA",73.35,1183,585,585,27,4415,52458,38205,38205,0.78,0.75,"High","West","Large"
"Walla Walla University","College Place","WA",57.79,1075,540,540,23,1639,35351,25866,25866,0.56,0.24,"Low","West","Small"
"Washington State University","Pullman","WA",82.08,1030,510,520,22,23585,26543,12428,25510,0.67,0.62,"High","West","Very Large"
"University of Washington-Seattle Campus","Seattle","WA",55.21,1240,590,640,28,29468,25637,12394,33513,0.84,0.84,"High","West","Very Large"
"Western Washington University","Bellingham","WA",84.57,1110,555,550,25,14054,22458,8965,20407,0.72,0.69,"High","West","Very Large"
"Whitman College","Walla Walla","WA",41.01,1323,660,655,30,1480,56600,44800,44800,0.87,0.88,"High","West","Small"
"Alderson Broaddus University","Philippi","WV",42.58,990,475,485,22,1024,33206,22740,22740,0.45,0.47,"Medium","South","Small"
"Appalachian Bible College","Mount Hope","WV",69.14,1007,514,487,22,196,23948,13590,13590,0.62,0.57,"Medium","South","Very Small"
"Bethany College","Bethany","WV",62.05,906,440,440,20,716,39082,25736,25736,0.47,0.46,"Medium","South","Very Small"
"Bluefield State College","Bluefield","WV",38.34,927,445,460,20,1529,14965,5832,11064,0.34,0.21,"Low","South","Small"
"University of Charleston","Charleston","WV",60.77,988,484,500,21,1513,31350,23200,23200,0.35,0.49,"Medium","South","Small"
"Concord University","Athens","WV",70.88,999,475,485,22,2234,13861,6580,14276,0.34,0.35,"Low","South","Medium"
"Davis & Elkins College","Elkins","WV",58.22,986,485,490,21,839,34587,27492,27492,0.37,0.42,"Medium","South","Very Small"
"Fairmont State University","Fairmont","WV",66.51,965,465,470,21,3699,15483,6306,13306,0.33,0.37,"Low","South","Large"
"Glenville State College","Glenville","WV",46.56,900,430,430,19,1378,20317,6696,15120,0.32,0.24,"Low","South","Small"
"Marshall University","Huntington","WV",76.53,1021,490,495,22,8871,16981,6526,15026,0.44,0.49,"Medium","South","Large"
"Ohio Valley University","Vienna","WV",32.35,944,475,455,20,387,28026,19260,19260,0.35,0.3,"Low","South","Very Small"
"Shepherd University","Shepherdstown","WV",98.29,999,500,490,22,3489,15813,6570,16628,0.4,0.42,"Medium","South","Large"
"West Virginia State University","Institute","WV",86.38,942,430,450,20,2237,14689,6228,14558,0.24,0.26,"Low","South","Medium"
"West Liberty University","West Liberty","WV",72.36,965,440,470,21,2264,19324,6415,13540,0.4,0.48,"Medium","South","Medium"
"West Virginia University Institute of Technology","Beckley","WV",61.92,983,465,500,21,1115,15130,6048,15192,0.19,0.22,"Low","South","Small"
"West Virginia Wesleyan College","Buckhannon","WV",77.59,1005,480,482,22,1375,39927,27858,27858,0.58,0.5,"Medium","South","Small"
"West Virginia University","Morgantown","WV",85.79,1069,510,530,24,21945,17585,6960,20242,0.57,0.58,"Medium","South","Very Large"
"Wheeling University","Wheeling","WV",62.63,1032,485,510,23,1131,35527,28030,28030,0.64,0.64,"High","South","Small"
"Cardinal Stritch University","Milwaukee","WI",82.98,1003,465,480,22,2304,37755,26570,26570,0.47,0.45,"Medium","North Central","Medium"
"Carroll University","Waukesha","WI",80.84,1090,527,542,24,2934,39312,28550,28550,0.61,0.66,"High","North Central","Medium"
"Carthage College","Kenosha","WI",71.65,1104,535,545,24,2835,47276,36570,36570,0.61,0.6,"Medium","North Central","Medium"
"Concordia University-Wisconsin","Mequon","WI",75.41,1089,530,522,24,4280,38159,26160,26160,0.61,0.24,"Low","North Central","Large"
