,Year,University Name,University City,University State,Most Awarded Decree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
3364,2018_19,Wade College,Dallas,TX,Associate's,NO,,,,,,165.0,30.3,39.39,23.03,1.82,22393.0,13989.0,13989.0,0.51
3365,2018_19,Southern Careers Institute-Austin,Austin,TX,Certificate,NO,,,,,,596.0,34.73,15.1,42.28,1.01,,,,
3366,2018_19,Mountain View College,Dallas,TX,Associate's,NO,,,,,,7468.0,8.49,20.74,59.36,5.49,10235.0,1770.0,5220.0,
3367,2018_19,Tint School of Makeup & Cosmetology,Irving,TX,Certificate,NO,,,,,,135.0,11.11,41.48,42.22,2.22,,,,
3368,2018_19,Navarro College,Corsicana,TX,Associate's,NO,,,,,,8601.0,56.81,16.65,19.61,0.97,15930.0,2430.0,5610.0,
3369,2018_19,Neilson Beauty College,Dallas,TX,Certificate,NO,,,,,,31.0,0.0,9.68,90.32,0.0,,,,
3370,2018_19,Lone Star College System,The Woodlands,TX,Associate's,NO,,,,,,59074.0,29.34,14.71,39.44,6.03,11465.0,1600.0,5200.0,
3371,2018_19,North Lake College,Irving,TX,Associate's,NO,,,,,,8458.0,16.99,19.12,40.34,16.22,10219.0,1770.0,5220.0,
3372,2018_19,University of North Texas,Denton,TX,Bachelor's,NO,71.05,1163.0,590.0,570.0,24.0,31375.0,43.67,13.34,25.65,6.42,22827.0,10852.0,20812.0,0.53
3373,2018_19,Northeast Texas Community College,Mount Pleasant,TX,Associate's,NO,,,,,,1978.0,50.61,12.03,29.78,0.76,13323.0,2849.0,6149.0,
3374,2018_19,Oblate School of Theology,San Antonio,TX,Graduate,NO,,,,,,,,,,,,,,
3375,2018_19,Ocean Corporation,Houston,TX,Certificate,NO,,,,,,136.0,47.06,25.74,18.38,0.0,,,,
3376,2018_19,Odessa College,Odessa,TX,Certificate,NO,,,,,,5146.0,25.94,5.46,64.73,1.3,12930.0,2778.0,4842.0,
3377,2018_19,Ogle School Hair Skin Nails-Arlington,Arlington,TX,Certificate,NO,,,,,,233.0,16.74,50.64,24.03,2.15,,,,
3378,2018_19,Ogle School Hair Skin Nails-Ft Worth,Fort Worth,TX,Certificate,NO,,,,,,279.0,37.99,16.49,29.03,0.72,,,,
3379,2018_19,Our Lady of the Lake University,San Antonio,TX,Bachelor's,NO,92.73,1002.0,505.0,490.0,19.0,1383.0,10.2,8.17,76.28,0.58,39203.0,28740.0,28740.0,0.37
3380,2018_19,The University of Texas Rio Grande Valley,Edinburg,TX,Bachelor's,NO,81.04,1035.0,525.0,510.0,20.0,24596.0,2.49,0.44,90.59,1.2,13534.0,7813.0,17773.0,0.46
3381,2018_19,Texas Southmost College,Brownsville,TX,Associate's,NO,,,,,,3912.0,2.53,0.15,95.3,0.26,10257.0,3198.0,5598.0,
3382,2018_19,Panola College,Carthage,TX,Certificate,NO,,,,,,1940.0,55.52,24.69,15.1,0.77,13366.0,1920.0,4152.0,
3383,2018_19,Paris Junior College,Paris,TX,Associate's,NO,,,,,,3118.0,62.25,13.34,19.08,0.93,12416.0,2400.0,5400.0,
3384,2018_19,Paul Quinn College,Dallas,TX,Bachelor's,NO,90.09,836.0,417.0,403.0,15.0,549.0,0.91,79.6,17.85,0.0,18050.0,8920.0,8920.0,0.2
3385,2018_19,Prairie View A & M University,Prairie View,TX,Bachelor's,NO,74.34,980.0,490.0,480.0,19.0,8524.0,1.55,84.4,9.19,1.63,23579.0,10533.0,24843.0,0.35
3386,2018_19,Ranger College,Ranger,TX,Associate's,NO,,,,,,2250.0,62.8,4.53,15.78,0.0,12177.0,3065.0,5765.0,
3387,2018_19,Aviation Institute of Maintenance-Houston,Houston,TX,Certificate,NO,,,,,,313.0,21.09,27.48,28.75,8.95,23861.0,16757.0,16757.0,
3388,2018_19,Rice University,Houston,TX,Bachelor's,NO,11.13,1513.0,730.0,775.0,34.0,3962.0,33.24,7.14,15.52,25.69,63158.0,47350.0,47350.0,0.95
3389,2018_19,Richland College,Dallas,TX,Associate's,NO,,,,,,14255.0,20.14,20.7,36.42,14.76,10283.0,1770.0,5220.0,
3390,2018_19,Saint Edward's University,Austin,TX,Bachelor's,NO,86.39,1185.0,600.0,575.0,25.0,3757.0,36.7,4.26,44.5,2.79,57226.0,45428.0,45428.0,0.63
3391,2018_19,St Philip's College,San Antonio,TX,Associate's,NO,,,,,,7676.0,19.7,11.35,62.29,2.36,10635.0,2820.0,13830.0,
3392,2018_19,University of St Thomas,Houston,TX,Bachelor's,NO,82.24,1159.0,585.0,570.0,24.0,1909.0,20.69,6.97,46.83,12.21,43207.0,33580.0,33580.0,0.57
3393,2018_19,Sam Houston State University,Huntsville,TX,Bachelor's,NO,78.54,1075.0,540.0,530.0,21.0,18498.0,49.76,17.62,24.2,1.97,21345.0,8296.0,18256.0,0.52
3394,2018_19,San Antonio College,San Antonio,TX,Associate's,NO,,,,,,14564.0,22.22,7.31,63.53,2.61,10412.0,2820.0,13830.0,
3395,2018_19,San Jacinto Community College,Pasadena,TX,Associate's,NO,,,,,,25470.0,22.78,9.11,58.83,4.98,13658.0,1548.0,4188.0,
3396,2018_19,Schreiner University,Kerrville,TX,Bachelor's,NO,91.22,1051.0,525.0,520.0,21.0,1207.0,49.38,4.81,41.59,0.91,37389.0,27960.0,27960.0,0.45
3397,2018_19,Seguin Beauty School-Seguin,Seguin,TX,Certificate,NO,,,,,,22.0,36.36,4.55,59.09,0.0,,,,
3398,2018_19,St. Mary's University,San Antonio,TX,Bachelor's,NO,74.97,1162.0,580.0,570.0,24.0,2356.0,14.98,3.27,67.23,2.33,40192.0,30650.0,30650.0,0.56
3399,2018_19,South Plains College,Levelland,TX,Associate's,NO,,,,,,7241.0,39.25,6.38,49.79,1.3,12576.0,2240.0,3968.0,
3400,2018_19,South Texas Barber College Inc,Corpus Christi,TX,Certificate,NO,,,,,,44.0,13.64,0.0,86.36,0.0,,,,
3401,2018_19,South Texas College of Law Houston,Houston,TX,Graduate,NO,,,,,,,,,,,,,,
3402,2018_19,South Texas Vocational Technical Institute-Weslaco,Weslaco,TX,Certificate,NO,,,,,,458.0,71.62,0.22,21.18,0.0,,,,
3403,2018_19,Platt College-STVT-McAllen,McAllen,TX,Certificate,NO,,,,,,431.0,10.67,0.23,79.12,0.46,,,,
3404,2018_19,Southern Methodist University,Dallas,TX,Bachelor's,NO,51.23,1395.0,670.0,700.0,31.0,6448.0,64.3,4.56,11.62,6.84,71875.0,54492.0,54492.0,0.78
3405,2018_19,Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,Certificate,NO,,,,,,39.0,23.08,28.21,46.15,2.56,,,,
3406,2018_19,Southwest Texas Junior College,Uvalde,TX,Associate's,NO,,,,,,3875.0,7.87,1.26,88.54,0.26,13111.0,2382.0,6170.0,
3407,2018_19,Southwestern Assemblies of God University,Waxahachie,TX,Bachelor's,NO,90.69,1045.0,530.0,510.0,20.0,1651.0,61.11,11.63,11.51,0.67,34240.0,19582.0,19582.0,0.44
3408,2018_19,Southwestern University,Georgetown,TX,Bachelor's,NO,45.02,1238.0,630.0,600.0,26.0,1430.0,61.05,5.03,24.06,3.5,54285.0,42000.0,42000.0,0.74
3409,2018_19,Stephen F Austin State University,Nacogdoches,TX,Bachelor's,NO,67.65,1085.0,550.0,535.0,21.0,10474.0,57.85,16.21,19.34,1.12,20823.0,8316.0,18276.0,0.48
3410,2018_19,Texas State University,San Marcos,TX,Bachelor's,NO,77.78,1109.0,555.0,540.0,23.0,34187.0,44.42,9.87,38.47,2.45,22324.0,10280.0,21900.0,0.55
3411,2018_19,Southwestern Adventist University,Keene,TX,Bachelor's,NO,55.33,1020.0,520.0,490.0,20.0,755.0,20.53,12.58,50.07,7.28,31071.0,21564.0,21564.0,0.49
3412,2018_19,Southwestern Christian College,Terrell,TX,Associate's,NO,,,,,,87.0,1.15,93.1,4.6,0.0,15829.0,8131.0,8131.0,0.96
3413,2018_19,Sul Ross State University,Alpine,TX,Bachelor's,NO,99.11,,,,,2060.0,21.99,5.53,64.9,0.44,21859.0,6816.0,16776.0,0.25
3414,2018_19,Tarleton State University,Stephenville,TX,Bachelor's,NO,55.07,1056.0,530.0,520.0,21.0,11312.0,65.16,7.99,20.4,1.25,20387.0,7292.0,17252.0,0.46
3415,2018_19,Tarrant County College District,Fort Worth,TX,Associate's,NO,,,,,,39612.0,34.48,17.84,35.42,6.25,10736.0,1661.0,7560.0,
3416,2018_19,Temple College,Temple,TX,Associate's,NO,,,,,,4693.0,50.48,15.34,28.6,2.02,10443.0,2376.0,6048.0,
3417,2018_19,University of Texas Southwestern Medical Center,Dallas,TX,Graduate,NO,,,,,,,,,,,,,,
3418,2018_19,The University of Texas Health Science Center at San Antonio,San Antonio,TX,Bachelor's,NO,,,,,,774.0,31.91,4.52,49.1,8.53,,,,
3419,2018_19,The University of Texas Medical Branch at Galveston,Galveston,TX,Bachelor's,NO,,,,,,753.0,45.29,7.97,24.17,16.07,,,,
3420,2018_19,Texarkana College,Texarkana,TX,Associate's,NO,,,,,,2319.0,54.81,29.62,7.07,0.69,12127.0,2236.0,4756.0,
3421,2018_19,Texas A & M University-Kingsville,Kingsville,TX,Bachelor's,NO,89.11,1035.0,520.0,515.0,20.0,5811.0,15.54,6.21,71.62,0.96,22165.0,8922.0,23899.0,0.37
3422,2018_19,Texas A & M University-College Station,College Station,TX,Bachelor's,NO,67.62,1291.0,630.0,645.0,28.0,53194.0,60.56,2.84,24.1,7.69,28314.0,11870.0,37495.0,0.82
3423,2018_19,The University of Texas at Arlington,Arlington,TX,Bachelor's,NO,79.52,1157.0,580.0,580.0,23.0,34024.0,34.88,14.62,28.67,11.55,21633.0,10496.0,26533.0,0.49
3424,2018_19,The University of Texas at Austin,Austin,TX,Bachelor's,NO,38.52,1367.0,670.0,685.0,30.0,40329.0,39.97,4.23,23.54,22.11,25228.0,10610.0,37580.0,0.83
3425,2018_19,The University of Texas at Dallas,Richardson,TX,Bachelor's,NO,69.22,1330.0,650.0,680.0,29.0,19837.0,32.28,5.43,18.41,32.8,24429.0,13034.0,36876.0,0.72
3426,2018_19,The University of Texas at El Paso,El Paso,TX,Bachelor's,NO,99.99,1035.0,520.0,515.0,20.0,21291.0,5.73,2.31,83.67,0.83,16927.0,8198.0,22629.0,0.39
3427,2018_19,The University of Texas at Tyler,Tyler,TX,Bachelor's,NO,78.29,1184.0,595.0,585.0,24.0,6732.0,58.47,9.42,20.07,4.14,19690.0,8292.0,21282.0,0.45
3428,2018_19,Texas Chiropractic College Foundation Inc,Pasadena,TX,Graduate,NO,,,,,,,,,,,,,,
3429,2018_19,Texas Christian University,Fort Worth,TX,Bachelor's,NO,40.73,1287.0,620.0,627.0,28.0,9407.0,69.29,5.71,14.04,3.01,62669.0,46950.0,46950.0,0.83
3430,2018_19,Texas College,Tyler,TX,Bachelor's,NO,,,,,,1042.0,3.07,82.92,9.21,0.1,25376.0,10008.0,10008.0,0.1
3431,2018_19,University of North Texas Health Science Center,Fort Worth,TX,Graduate,NO,,,,,,,,,,,,,,
3432,2018_19,Texas Lutheran University,Seguin,TX,Bachelor's,NO,54.28,1086.0,535.0,540.0,22.0,1361.0,49.08,9.48,37.47,0.73,42064.0,29960.0,29960.0,0.53
3433,2018_19,The University of Texas Permian Basin,Odessa,TX,Bachelor's,NO,90.5,1046.0,530.0,520.0,20.0,3558.0,31.59,6.69,53.82,2.08,18125.0,6260.0,7100.0,0.41
3434,2018_19,The University of Texas at San Antonio,San Antonio,TX,Bachelor's,NO,79.03,1131.0,570.0,560.0,23.0,27380.0,22.44,8.89,56.71,5.87,20823.0,8049.0,19538.0,0.4
3435,2018_19,Texas Southern University,Houston,TX,Bachelor's,NO,56.63,920.0,460.0,450.0,17.0,7604.0,1.47,81.22,6.48,1.6,24004.0,9173.0,21623.0,0.21
3436,2018_19,Texas Tech University,Lubbock,TX,Bachelor's,NO,70.67,1175.0,580.0,575.0,25.0,30795.0,54.87,6.51,29.54,2.93,23157.0,9080.0,19040.0,0.6
3437,2018_19,Texas Wesleyan University,Fort Worth,TX,Bachelor's,NO,35.86,1047.0,505.0,510.0,22.0,1445.0,29.0,14.88,33.08,1.38,40838.0,30300.0,30300.0,0.38
3438,2018_19,Texas Woman's University,Denton,TX,Bachelor's,NO,86.8,1059.0,540.0,525.0,20.0,9336.0,35.08,18.13,31.79,9.17,18135.0,7796.0,17756.0,0.43
3439,2018_19,Trinity University,San Antonio,TX,Bachelor's,NO,34.16,1355.0,670.0,675.0,30.0,2462.0,56.82,3.7,21.0,6.95,56880.0,42976.0,42976.0,0.76
3440,2018_19,The University of Texas Health Science Center at Houston,Houston,TX,Bachelor's,NO,,,,,,717.0,32.91,11.58,31.38,18.27,,,,
3441,2018_19,Texas Tech University Health Sciences Center,Lubbock,TX,Bachelor's,NO,,,,,,1520.0,56.51,9.28,23.55,6.05,,,,
3442,2018_19,Tyler Junior College,Tyler,TX,Associate's,NO,,,,,,9491.0,50.36,21.27,24.09,1.63,14399.0,2962.0,5482.0,0.19
3443,2018_19,Universal Technical Institute of Texas Inc.,Houston,TX,Certificate,NO,,,,,,1426.0,26.58,14.31,48.67,0.91,,,,
3444,2018_19,UCAS University of Cosemtology Arts & Sciences-McAllen,McAllen,TX,Certificate,NO,,,,,,156.0,0.0,0.0,100.0,0.0,,,,
3445,2018_19,Vernon College,Vernon,TX,Certificate,NO,,,,,,2228.0,55.92,10.46,26.93,1.84,11721.0,3080.0,5720.0,
3446,2018_19,Victoria Beauty College Inc,Victoria,TX,Certificate,NO,,,,,,93.0,29.03,6.45,61.29,0.0,,,,
3447,2018_19,Victoria College,Victoria,TX,Associate's,NO,,,,,,3149.0,40.62,6.0,49.63,1.65,11663.0,2232.0,5880.0,
3448,2018_19,Vogue College of Cosmetology-McAllen,McAllen,TX,Certificate,NO,,,,,,317.0,12.93,1.58,80.13,0.32,,,,
3449,2018_19,Wayland Baptist University,Plainview,TX,Bachelor's,NO,98.04,1003.0,490.0,500.0,19.0,3169.0,36.45,17.58,32.19,1.83,30334.0,20070.0,20070.0,0.24
3450,2018_19,Weatherford College,Weatherford,TX,Associate's,NO,,,,,,6288.0,70.99,2.56,19.55,0.89,11718.0,2550.0,5610.0,
3451,2018_19,West Texas A & M University,Canyon,TX,Bachelor's,NO,64.88,1090.0,540.0,530.0,22.0,7368.0,56.64,4.86,29.98,1.71,20269.0,7935.0,9304.0,0.44
3452,2018_19,Western Texas College,Snyder,TX,Associate's,NO,,,,,,750.0,39.6,8.8,41.73,0.67,12053.0,2790.0,5160.0,
3453,2018_19,Wharton County Junior College,Wharton,TX,Associate's,NO,,,,,,6165.0,28.82,12.99,43.54,13.07,9508.0,2352.0,4824.0,
3454,2018_19,Wiley College,Marshall,TX,Bachelor's,NO,,,,,,1002.0,4.99,75.95,4.59,0.0,20368.0,12306.0,12306.0,0.38
3455,2018_19,AmeriTech College-Provo,Provo,UT,Certificate,NO,80.95,,,,,19.0,31.58,0.0,63.16,0.0,,,,
3456,2018_19,Bridgerland Technical College,Logan,UT,Certificate,NO,,,,,,1199.0,81.98,0.75,8.92,1.33,,,,
3457,2018_19,Brigham Young University,Provo,UT,Bachelor's,NO,64.47,1324.0,655.0,650.0,29.0,31441.0,81.41,0.51,6.34,2.01,18136.0,5620.0,5620.0,0.86
3458,2018_19,Brigham Young University-Hawaii,Laie,HI,Bachelor's,NO,44.78,1169.0,597.0,570.0,24.0,3040.0,33.95,0.33,4.8,3.26,18043.0,5560.0,5560.0,0.63
3459,2018_19,Broadview University-West Jordan,West Jordan,UT,Associate's,NO,,,,,,69.0,71.01,0.0,21.74,0.0,27362.0,15900.0,15900.0,0.21
3460,2018_19,Cameo College of Essential Beauty,Murray,UT,Certificate,NO,,,,,,130.0,65.38,0.77,26.15,1.54,,,,
3461,2018_19,Collectiv Academy,Sandy,UT,Certificate,NO,,,,,,22.0,59.09,4.55,31.82,0.0,,,,
3462,2018_19,Davis Technical College,Kaysville,UT,Certificate,NO,,,,,,2050.0,80.63,1.76,12.49,0.98,,,,
3463,2018_19,Dixie State University,Saint George,UT,Associate's,NO,,,,,,7627.0,75.06,2.64,12.43,1.04,18586.0,5253.0,15051.0,0.35
3464,2018_19,Evans Hairstyling College-Cedar City,Cedar City,UT,Certificate,NO,,,,,,40.0,97.5,0.0,0.0,0.0,,,,
3465,2018_19,Evans Hairstyling College-St George,Saint George,UT,Certificate,NO,,,,,,61.0,90.16,1.64,8.2,0.0,,,,
3466,2018_19,Paul Mitchell the School-Salt Lake City,Holladay,UT,Certificate,NO,,,,,,283.0,62.19,2.12,16.96,2.12,,,,
3467,2018_19,Eagle Gate College-Murray,Murray,UT,Certificate,NO,,,,,,195.0,67.69,4.1,22.05,2.56,23280.0,10975.0,10975.0,0.75
3468,2018_19,Ensign College,Salt Lake City,UT,Associate's,NO,,,,,,1996.0,46.34,1.1,16.53,1.2,11544.0,3440.0,3440.0,
3469,2018_19,Ogden-Weber Technical College,Ogden,UT,Certificate,NO,,,,,,1685.0,73.35,1.9,20.12,1.42,,,,
3470,2018_19,Snow College,Ephraim,UT,Associate's,NO,,,,,,3374.0,86.9,0.56,6.31,0.12,12539.0,3742.0,12562.0,0.45
3471,2018_19,Southern Utah University,Cedar City,UT,Bachelor's,NO,79.18,1183.0,575.0,555.0,24.0,7293.0,74.03,2.52,6.66,1.45,19636.0,6770.0,20586.0,0.49
3472,2018_19,Stevens-Henager College,West Haven,UT,Associate's,NO,,,,,,200.0,63.0,1.0,19.5,1.0,32208.0,16972.0,16972.0,0.31
3473,2018_19,Stevens-Henager College,Orem,UT,Bachelor's,NO,,,,,,125.0,64.8,0.8,15.2,2.4,32402.0,16972.0,16972.0,0.29
3474,2018_19,Uintah Basin Technical College,Roosevelt,UT,Certificate,NO,,,,,,267.0,83.9,0.37,7.49,0.37,,,,
3475,2018_19,Utah State University,Logan,UT,Bachelor's,NO,89.05,1201.0,590.0,580.0,25.0,21658.0,82.32,0.86,6.08,1.04,18531.0,8138.0,22316.0,0.5
3476,2018_19,Utah Valley University,Orem,UT,Bachelor's,NO,,,,,,28278.0,78.42,0.99,11.66,1.23,12921.0,5726.0,16296.0,0.35
3477,2018_19,Salt Lake Community College,Salt Lake City,UT,Associate's,NO,,,,,,20783.0,64.1,2.68,21.45,3.9,11800.0,3843.0,12206.0,
3478,2018_19,University of Utah,Salt Lake City,UT,Bachelor's,NO,66.86,1236.0,620.0,620.0,26.0,23396.0,68.07,1.34,12.9,5.8,20422.0,9222.0,29215.0,0.7
3479,2018_19,Weber State University,Ogden,UT,Associate's,NO,,,,,,17225.0,74.45,1.88,12.29,1.99,15276.0,5859.0,15646.0,0.34
3480,2018_19,Westminster College,Salt Lake City,UT,Bachelor's,NO,92.92,1185.0,589.0,580.0,24.0,1946.0,70.25,2.31,12.08,2.98,45119.0,34000.0,34000.0,0.61
3481,2018_19,Bennington College,Bennington,VT,Bachelor's,NO,57.03,,,,,720.0,59.17,3.61,10.14,1.39,70760.0,53860.0,53860.0,0.74
3482,2018_19,Castleton University,Castleton,VT,Bachelor's,NO,85.47,1022.0,515.0,500.0,21.0,1774.0,82.3,3.55,2.76,1.24,23958.0,12314.0,28322.0,0.55
3483,2018_19,Champlain College,Burlington,VT,Bachelor's,NO,75.41,1193.0,605.0,580.0,25.0,3686.0,67.72,7.51,8.87,3.12,57607.0,41010.0,41010.0,0.64
3484,2018_19,Community College of Vermont,Montpelier,VT,Associate's,NO,,,,,,3412.0,80.95,2.78,3.19,1.47,15079.0,7120.0,14090.0,
3485,2018_19,Goddard College,Plainfield,VT,Bachelor's,NO,100.0,,,,,180.0,48.33,8.33,2.22,1.67,29115.0,16586.0,16586.0,0.57
3486,2018_19,Green Mountain College,Poultney,VT,Bachelor's,NO,71.58,1085.0,565.0,520.0,21.0,425.0,69.41,5.41,5.65,1.65,50425.0,37080.0,37080.0,0.52
3487,2018_19,Northern Vermont University,Johnson,VT,Bachelor's,NO,84.24,,,,,2099.0,80.94,4.1,3.67,0.91,23662.0,12074.0,25394.0,0.39
3488,2018_19,Marlboro College,Marlboro,VT,Bachelor's,NO,58.97,,,,,140.0,72.86,4.29,2.14,2.86,55625.0,40840.0,40840.0,0.62
3489,2018_19,Middlebury College,Middlebury,VT,Bachelor's,NO,16.71,1439.0,695.0,720.0,33.0,2550.0,62.08,4.0,10.12,7.06,69464.0,54450.0,54450.0,0.91
3490,2018_19,New England Culinary Institute,Montpelier,VT,Bachelor's,NO,,,,,,73.0,60.27,10.96,5.48,2.74,39673.0,22200.0,22200.0,0.85
3491,2018_19,Norwich University,Northfield,VT,Bachelor's,NO,65.91,,,,,3120.0,71.7,4.58,9.71,3.08,56003.0,40014.0,40014.0,0.62
3492,2018_19,O'Briens Aveda Institute,Williston,VT,Certificate,NO,,,,,,39.0,89.74,0.0,5.13,0.0,,,,
3493,2018_19,Saint Michael's College,Colchester,VT,Bachelor's,NO,82.65,,,,,1655.0,82.05,2.42,5.8,1.81,57461.0,45375.0,45375.0,0.77
